DLsv,DLcv,DRcv,DRsv
4,4,91,87
34,37,59,56
8,9,96,93
44,50,19,17
19,22,64,61
17,20,74,71
38,41,53,49
80,84,10,8
7,8,178,174
25,28,159,156
47,50,136,132
8,9,62,59
2,3,86,82
61,65,24,23
3,4,112,109
76,78,47,44
11,13,112,108
10,11,61,58
43,46,51,48
14,15,82,78
10,11,51,48
6,0,102,98
14,16,88,84
70,74,30,27
23,26,56,53
31,33,28,25
61,65,9,9
4,4,90,87
4,5,122,118
16,19,136,132
135,138,18,17
134,137,54,50
150,154,36,34
25,29,104,101
60,62,22,20
15,17,67,65
77,82,36,33
86,89,31,28
75,79,36,33
83,86,31,28
33,36,31,28
3,4,36,33
7,7,93,90
37,40,59,56
6,0,120,114
9,11,75,72
31,34,52,49
60,64,1,6
50,53,84,79
46,49,11,9
11,12,50,47
13,15,42,39
2,3,87,83
67,70,20,17
18,21,33,31
92,98,47,43
2,3,130,126
33,35,99,96
62,65,68,65
76,80,82,79
29,31,131,128
36,39,33,30
13,16,185,181
33,36,166,163
130,133,69,67
48,51,150,146
94,98,65,62
142,145,18,17
65,68,95,92
11,12,151,147
16,19,101,97
74,78,67,62
91,94,54,51
112,115,33,31
10,12,48,46
21,24,77,73
43,47,54,51
56,60,29,25
24,26,64,61
38,42,47,44
10,13,41,39
21,24,49,45
49,53,20,17
4,5,68,65
41,44,114,111
87,90,68,65
111,114,50,48
7,7,156,152
29,33,24,21
31,34,78,75
65,68,44,42
3,4,132,129
9,9,91,88
56,59,39,36
31,34,48,45
47,51,1,4
72,75,1,4
29,31,123,118
66,69,87,84
136,140,16,13
52,54,21,19
13,14,60,56
45,49,35,32
4,4,121,117
49,52,121,115
43,45,24,22
33,36,27,26
3,4,120,118
7,8,57,54
34,37,38,36
7,10,64,61
6,0,102,97
16,19,85,81
30,34,68,64
47,50,66,64
75,79,34,31
64,66,4,3
13,16,58,55
40,43,42,37
76,82,1,6
36,38,47,44
17,19,64,61
30,33,50,47
57,63,1,6
5,5,86,82
6,0,63,58
41,44,22,20
48,52,1,6
6,7,66,63
6,0,42,38
87,90,10,9
29,30,99,96
79,82,110,106
155,159,33,30
3,3,93,91
10,11,85,82
47,50,45,43
12,14,140,136
6,7,50,48
35,37,19,17
94,97,86,83
4,4,89,86
49,52,41,39
53,56,41,39
7,8,118,114
48,51,76,74
60,64,86,80
40,43,109,106
121,127,23,21
16,19,37,35
21,25,31,27
10,12,46,44
78,81,25,23
94,97,1,4
26,29,32,30
42,44,16,14
15,17,45,44
7,8,14,13
18,20,86,84
71,76,16,13
79,81,78,75
109,113,42,37
6,7,65,63
35,36,16,13
68,73,47,43
22,23,56,53
58,61,16,13
44,47,1,4
35,38,97,94
79,82,52,48
101,105,29,27
67,70,64,61
73,76,20,18
6,7,47,45
26,28,35,32
57,59,1,6
23,25,59,56
12,13,50,48
27,29,34,32
17,19,87,83
34,35,66,63
30,33,20,19
8,9,46,44
13,16,31,28
25,28,20,19
11,12,109,106
8,10,75,72
15,17,33,30
7,9,56,53
59,64,83,79
9,11,139,136
113,117,32,29
30,33,116,113
5,7,141,137
34,38,82,78
8,10,111,108
84,88,32,29
28,31,89,86
5,7,137,133
38,41,100,96
10,11,131,128
31,34,107,104
15,18,102,98
105,109,11,9
21,23,79,75
73,77,25,23
60,64,36,32
32,33,29,27
27,30,82,78
42,46,67,63
18,20,76,73
14,16,107,104
40,42,80,77
19,22,64,60
46,50,36,33
59,63,7,5
27,31,67,62
87,90,10,9
32,34,9,8
22,24,103,100
40,43,84,81
62,66,60,56
109,113,13,12
9,11,100,97
19,22,40,36
48,52,10,10
23,27,103,98
19,22,77,72
33,36,66,63
50,54,17,15
24,25,47,44
5,5,66,64
7,7,52,50
19,22,72,68
4,5,91,87
38,44,26,24
27,29,44,42
39,43,10,9
18,20,34,30
22,24,63,60
4,5,42,38
33,37,10,9
6,7,125,123
2,3,100,97
24,26,77,74
61,65,58,57
51,53,72,69
4,5,115,111
34,37,84,81
23,25,42,39
15,17,24,22
15,18,45,43
27,30,34,31
51,54,19,18
13,16,58,54
79,82,37,34
104,107,12,12
34,38,41,37
54,58,21,17
74,78,1,4
82,86,23,20
59,62,47,45
43,46,16,14
18,19,45,41
29,33,31,29
4,4,106,103
10,11,43,42
13,16,73,69
5,5,81,77
21,24,63,60
5,5,85,81
70,74,16,14
48,51,84,81
35,39,70,65
4,5,46,44
49,53,13,11
41,43,86,83
30,34,47,44
18,20,63,59
26,29,26,22
13,14,41,38
7,8,80,77
49,52,36,34
40,43,45,42
4,4,94,90
58,60,32,29
12,14,135,131
41,44,105,101
9,11,90,87
38,41,49,45
68,72,18,16
2,3,71,67
14,18,56,52
22,25,66,63
44,48,83,80
23,26,113,109
42,44,96,93
112,117,20,17
30,32,90,85
73,76,48,44
102,106,18,15
24,27,19,16
6,0,48,46
48,52,32,28
36,40,46,44
24,25,24,21
49,53,59,56
41,44,61,59
12,14,91,88
27,29,42,40
36,38,77,73
16,17,78,74
10,11,66,63
13,15,121,118
6,0,89,84
57,61,30,28
7,8,83,79
21,25,66,63
38,41,69,65
49,53,101,96
3,3,45,43
51,54,56,52
89,93,19,17
4,4,64,61
6,7,36,33
42,44,75,71
22,24,13,12
49,53,90,84
57,60,85,81
95,99,46,43
19,22,70,66
78,82,10,9
69,72,26,26
60,65,19,18
13,14,72,68
110,115,49,46
25,28,33,29
37,40,42,40
117,122,20,16
10,11,134,131
14,16,87,84
7,9,69,65
51,52,16,15
14,15,52,49
4,4,75,72
47,50,30,28
4,3,107,101
92,95,17,14
58,62,1,4
62,65,37,34
53,56,16,14
40,43,29,26
42,45,71,67
81,84,35,33
40,43,24,21
80,84,11,11
7,7,45,42
41,42,10,8
11,12,43,40
3,3,78,75
114,119,25,21
21,24,65,61
13,14,75,71
12,13,43,40
30,32,75,72
73,76,19,17
6,0,84,79
33,37,49,45
103,106,74,72
71,75,104,101
5,6,52,50
19,21,37,34
61,63,46,43
76,79,46,43
19,22,65,61
32,34,28,26
116,119,8,8
49,52,57,53
71,74,37,35
4,4,87,83
40,42,65,62
59,61,26,24
38,41,47,44
6,0,59,53
4,7,55,52
23,25,36,33
9,9,51,48
45,49,43,39
63,65,14,13
26,29,41,37
44,46,25,21
7,8,64,61
37,41,66,62
11,12,92,88
6,7,58,55
5,5,82,78
32,36,51,49
13,14,77,73
26,29,42,38
7,8,65,61
34,36,48,46
4,3,76,71
7,8,59,57
19,21,46,42
8,9,106,103
56,59,29,26
6,0,114,108
20,22,94,91
66,68,48,46
17,19,30,28
40,42,9,7
21,23,46,43
55,59,9,8
57,63,106,101
23,25,75,72
4,5,90,87
25,27,26,25
10,11,43,40
4,5,80,77
75,78,7,7
57,62,40,37
7,8,96,92
12,13,61,58
21,23,127,124
145,149,22,20
6,7,54,51
85,88,56,54
17,19,124,121
22,25,48,45
77,80,44,42
17,19,80,77
65,68,31,28
3,1,57,54
102,107,27,23
68,72,42,39
5,5,138,134
62,66,71,67
46,49,90,87
91,94,45,42
60,63,76,73
53,56,82,79
7,8,127,123
95,98,37,35
13,14,75,72
5,5,106,103
13,15,60,57
4,5,93,90
49,52,47,44
15,18,80,76
119,122,27,26
4,5,56,53
56,59,14,11
23,25,27,24
8,9,169,166
98,101,38,35
127,130,8,7
5,5,74,71
68,71,8,7
56,60,20,17
58,62,8,7
5,5,41,38
56,60,19,16
36,39,61,58
16,18,82,79
23,26,43,41
6,7,95,92
10,11,23,21
4,5,71,68
30,34,57,55
17,18,28,25
43,47,29,27
36,39,22,20
5,5,77,73
62,66,16,15
31,32,65,62
79,82,15,13
42,45,22,20
4,5,41,38
4,5,117,113
26,29,92,88
4,5,62,59
55,58,74,71
58,61,46,42
3,3,130,127
4,5,85,82
87,91,7,6
7,8,22,19
4,5,108,105
108,111,1,5
25,26,57,53
4,5,57,53
78,81,1,4
4,5,75,71
26,28,47,44
10,11,93,90
65,68,41,39
28,32,64,60
4,5,52,49
46,49,8,7
25,28,67,63
6,7,58,55
11,12,72,69
3,3,63,60
11,13,128,125
60,63,78,75
23,26,91,88
31,35,82,79
5,5,42,40
15,17,30,27
38,42,29,26
24,27,43,38
16,17,158,155
57,60,65,62
6,7,117,113
32,34,55,52
11,12,76,73
114,117,17,16
58,61,30,27
19,22,109,105
75,78,55,52
21,22,26,25
2,3,101,98
41,44,60,57
59,62,42,40
6,7,55,52
21,23,38,34
6,6,40,38
86,90,21,20
44,46,66,63
13,15,70,67
31,33,14,13
52,55,43,40
4,5,75,72
67,70,55,52
19,21,104,100
11,12,75,72
31,34,114,111
28,31,71,68
86,88,15,14
75,79,9,8
24,26,43,40
83,89,117,112
151,155,52,48
22,23,185,181
8,8,90,86
63,66,28,26
4,5,81,77
118,121,84,81
53,56,89,85
6,6,67,63
30,34,39,37
25,27,45,41
13,15,107,104
108,111,11,9
9,10,53,50
7,7,57,55
43,46,17,15
15,17,56,53
44,47,25,23
21,24,83,80
22,23,132,128
92,96,59,55
144,148,7,6
33,35,120,116
48,50,30,29
16,19,63,59
53,57,25,23
47,53,61,56
70,73,43,41
5,6,110,107
28,31,44,40
57,61,14,13
30,33,36,33
79,82,26,23
98,101,7,6
4,5,125,121
105,108,23,21
81,86,42,39
16,18,112,108
92,95,16,15
93,98,42,37
14,15,127,123
51,55,45,41
38,40,60,56
95,99,13,11
10,13,103,99
46,49,68,65
24,26,90,86
102,106,10,9
62,65,19,18
25,29,54,50
94,97,71,68
8,9,160,157
8,9,43,40
13,14,50,48
130,133,13,11
46,49,24,22
10,11,61,58
27,29,42,40
14,15,36,34
4,4,74,70
60,64,14,12
58,60,35,32
87,90,68,64
10,11,147,143
10,13,123,119
4,5,75,73
8,8,78,74
4,5,117,114
17,20,102,99
59,62,60,58
55,58,36,34
38,40,50,47
8,9,82,79
76,79,38,35
4,5,47,44
17,18,27,24
84,87,31,29
33,35,51,48
64,68,17,15
8,8,98,94
14,17,65,61
21,24,40,35
4,5,61,57
12,13,64,62
45,48,58,55
34,37,61,58
28,31,69,65
36,41,61,57
4,1,83,79
37,41,43,39
67,71,13,11
77,79,8,7
39,42,7,6
24,28,21,17
67,71,86,82
90,94,63,61
6,7,65,62
9,11,45,42
50,52,25,23
13,15,72,69
78,81,50,48
105,110,19,16
13,15,68,65
43,46,37,35
16,17,64,61
27,31,26,23
47,51,8,7
53,56,70,66
99,103,23,20
6,0,57,51
17,23,34,31
80,83,15,15
75,78,7,6
4,5,38,35
58,61,59,56
15,17,24,21
23,27,46,42
90,94,29,25
115,118,8,7
36,38,34,32
24,26,60,58
12,14,43,39
60,62,87,82
8,9,143,140
54,57,82,78
8,9,131,128
79,83,56,52
15,15,21,19
4,5,133,129
22,25,114,111
101,105,33,31
125,128,10,8
16,19,107,103
16,18,23,21
62,65,28,25
43,47,48,44
19,20,65,63
80,83,41,38
7,9,114,110
14,15,75,70
14,16,40,36
23,26,33,31
55,57,1,4
4,4,92,89
41,44,51,47
30,32,63,60
8,9,78,74
28,31,55,51
41,44,42,40
56,60,10,7
41,43,27,25
88,91,25,23
5,5,66,63
41,45,45,43
63,68,77,73
23,25,122,118
112,116,31,28
79,83,10,8
32,36,57,53
11,12,67,64
4,5,61,57
27,29,37,35
24,27,115,111
22,24,23,21
4,5,89,85
35,37,47,45
71,74,9,9
48,51,33,30
17,19,101,96
8,8,86,82
79,82,32,30
15,17,96,92
71,75,57,53
69,73,60,56
89,93,28,25
21,23,88,84
63,67,44,40
87,91,20,17
13,15,64,61
13,16,32,29
6,7,56,52
16,19,56,53
37,41,89,85
75,79,51,48
6,7,85,83
35,37,89,86
7,8,62,58
13,16,48,44
40,43,21,19
30,33,145,141
96,100,78,75
122,126,52,48
147,150,28,24
15,17,45,41
45,48,17,16
69,72,31,29
32,34,34,32
15,16,45,44
29,32,28,24
43,47,13,12
16,19,139,135
28,31,128,125
134,138,12,11
6,0,156,150
42,45,63,60
31,33,77,74
4,5,40,37
4,4,86,82
8,8,106,102
6,7,130,126
29,33,104,100
44,47,44,40
60,64,26,24
61,63,22,20
17,18,67,65
6,7,132,128
55,58,36,33
80,83,10,9
82,85,10,9
63,68,43,41
32,36,8,7
16,19,95,91
72,76,38,36
7,8,101,98
10,11,91,88
9,11,84,81
31,34,61,58
27,30,33,31
6,7,49,46
27,30,27,25
45,48,49,45
52,55,89,86
105,108,35,33
24,27,24,21
21,24,116,111
37,39,103,99
83,87,55,52
16,19,66,63
6,7,159,155
11,12,102,97
93,96,20,17
13,14,20,18
29,31,11,10
9,10,198,195
36,39,169,167
185,189,18,14
168,171,36,34
10,10,88,85
88,92,5,4
30,34,77,73
6,7,103,99
58,62,48,45
3,3,87,84
54,56,33,31
16,19,95,91
28,30,61,56
43,46,48,45
64,67,27,26
10,12,72,70
15,18,101,97
62,66,24,21
6,0,90,85
15,18,77,74
49,52,43,41
80,82,22,20
45,47,57,54
3,3,82,79
61,64,59,56
23,24,157,154
156,158,22,20
14,15,165,161
54,57,50,48
6,7,100,96
20,24,83,80
73,77,17,15
14,17,100,96
69,74,1,6
31,33,45,42
4,4,73,70
10,11,44,41
80,82,10,9
14,17,80,77
52,55,45,40
86,92,54,50
31,34,114,111
75,78,58,55
23,26,107,101
16,18,117,113
10,12,83,79
40,44,51,48
39,42,81,78
16,19,68,64
50,52,36,34
12,15,90,86
37,41,64,61
4,5,105,101
7,8,59,55
52,55,80,77
110,114,20,18
67,70,18,17
14,17,101,97
26,28,30,27
119,123,64,61
40,42,16,14
17,20,101,98
18,20,52,51
20,22,21,20
74,76,9,8
28,30,34,29
39,42,39,37
6,7,64,62
56,59,73,70
6,4,26,22
7,8,25,22
16,19,14,13
7,7,49,47
68,72,87,83
59,62,99,96
50,54,34,30
18,20,69,66
58,62,36,33
10,10,89,85
50,54,45,42
7,8,57,54
4,5,77,73
68,72,10,9
26,29,36,33
6,7,124,122
42,45,52,48
66,70,68,66
24,26,104,101
55,59,37,35
53,56,41,38
26,28,68,64
23,27,58,55
36,39,47,44
62,66,7,5
29,31,43,41
13,16,55,51
106,109,14,14
66,70,23,20
54,56,37,35
39,42,29,27
26,28,42,38
22,25,47,44
4,5,59,55
6,7,89,87
8,8,47,44
25,28,82,79
83,87,8,7
6,7,83,79
4,5,105,102
84,88,51,48
35,39,64,60
22,23,81,77
17,20,86,83
14,16,61,58
16,19,70,66
34,37,52,49
31,36,61,56
46,51,1,6
9,10,95,92
45,48,59,54
63,67,44,41
7,8,87,83
68,73,20,17
3,2,70,67
60,62,68,66
49,53,36,33
11,12,83,78
28,30,34,32
47,50,84,80
26,28,30,27
60,64,84,80
52,56,21,18
19,23,64,58
50,53,63,60
80,83,33,32
47,50,17,16
20,22,43,38
26,28,20,19
17,20,74,71
9,10,77,74
84,87,26,24
10,11,88,85
38,43,60,57
6,7,50,47
10,11,78,75
47,52,57,53
14,15,17,14
31,34,64,61
21,22,51,49
39,42,86,81
38,41,23,21
68,73,52,48
55,58,69,66
110,113,14,12
28,31,11,10
81,85,28,25
65,68,45,42
81,84,23,21
18,20,58,55
74,77,51,48
84,87,17,14
31,32,16,15
70,73,48,45
104,107,13,11
46,49,36,33
6,7,68,65
89,92,8,8
79,82,39,36
85,88,16,14
22,25,33,30
15,16,52,49
39,42,26,24
128,131,23,21
4,5,63,61
15,18,67,64
13,15,87,83
25,27,95,93
20,21,98,93
6,7,76,73
5,5,74,72
10,11,111,107
10,12,45,42
10,12,79,75
18,20,102,98
60,63,67,64
8,9,120,116
5,5,85,82
62,67,1,6
25,28,75,72
9,11,92,89
33,36,52,48
10,11,51,47
65,68,33,31
4,4,51,48
19,22,154,150
49,51,125,122
6,7,84,81
5,5,111,108
28,32,56,53
43,47,5,2
6,7,26,22
19,22,48,46
41,44,47,44
5,5,104,100
34,38,71,67
20,23,30,27
6,7,54,50
35,38,10,7
31,36,35,31
6,7,99,96
43,47,60,56
57,61,1,6
39,42,23,21
4,2,59,56
4,2,82,79
5,5,89,86
22,24,71,68
10,11,83,80
67,73,1,6
66,70,106,102
5,5,171,167
133,137,39,35
6,7,58,55
40,43,36,32
10,11,71,68
68,71,33,30
38,42,55,52
67,70,20,18
4,5,98,94
39,42,1,4
10,11,17,14
21,24,115,111
87,90,45,42
23,25,83,81
6,6,100,96
10,11,92,89
10,11,103,100
21,22,85,82
5,5,118,114
41,45,83,79
105,108,20,18
4,5,75,72
21,23,21,18
24,25,75,72
45,48,41,38
4,5,82,78
48,51,82,77
4,4,108,105
25,28,84,81
107,111,1,4
55,57,112,109
103,106,63,61
75,79,89,86
19,21,19,16
33,37,29,26
4,4,62,58
4,5,48,44
33,36,104,99
61,65,77,74
12,13,154,149
96,99,5,5
32,34,64,62
80,84,42,39
60,64,62,58
10,11,62,58
17,20,65,60
10,11,105,101
38,40,76,72
109,113,3,3
16,19,100,96
58,62,53,50
20,22,35,32
14,17,48,44
29,33,32,29
13,15,50,47
25,27,91,88
4,5,112,109
59,62,47,45
22,24,91,88
11,12,51,48
81,85,22,20
4,5,124,120
27,30,100,97
81,85,44,41
4,5,54,50
14,17,43,40
3,3,61,57
33,35,50,47
6,0,114,108
20,22,94,91
66,68,48,46
17,19,97,93
67,70,49,46
91,95,23,21
40,42,76,73
41,45,86,81
125,129,4,4
33,35,92,89
34,40,93,88
12,13,122,118
72,75,51,48
4,5,73,69
5,5,85,82
24,27,61,57
8,9,80,77
14,17,99,95
35,38,78,74
59,63,53,50
10,11,62,59
90,94,45,43
68,71,68,65
40,44,37,34
70,73,6,5
74,78,50,48
10,11,54,51
101,107,38,35
5,5,142,138
32,35,59,56
56,60,52,49
5,5,187,183
101,104,88,85
22,25,35,32
38,42,65,60
43,46,34,32
16,18,45,42
45,48,15,13
63,66,80,76
91,94,53,50
59,63,30,25
69,72,23,21
86,90,17,16
51,55,43,39
14,17,62,59
4,1,45,42
6,7,114,110
4,5,80,77
8,9,61,57
5,5,139,135
22,24,57,54
18,21,88,84
24,26,83,79
56,59,71,69
4,5,47,43
5,5,107,104
23,26,87,83
40,43,71,68
4,4,105,101
32,34,79,75
5,5,85,82
4,5,194,190
156,160,39,36
35,38,43,40
27,30,24,22
4,4,58,55
4,0,73,71
34,37,39,35
43,45,31,28
45,48,52,49
4,0,174,170
91,95,79,77
12,17,156,151
17,18,227,224
46,48,1,3
8,9,66,63
75,78,18,17
44,48,38,35
10,11,77,74
81,85,80,76
52,54,34,32
35,38,49,46
55,58,87,85
30,32,110,105
93,96,48,44
60,64,82,78
96,98,49,47
106,110,36,34
61,64,9,9
5,5,95,91
8,9,128,124
41,45,16,16
21,23,39,36
58,61,29,26
73,76,15,14
4,5,85,81
39,43,67,63
7,8,104,101
50,54,44,42
76,80,20,18
61,65,44,42
29,30,81,77
12,14,97,93
87,91,20,18
96,100,6,5
15,18,169,165
61,64,123,120
36,39,32,31
4,4,129,127
9,10,69,65
68,73,75,72
79,82,68,64
100,104,46,42
116,120,30,26
138,142,8,7
57,60,14,13
16,17,56,54
37,40,66,64
11,13,92,89
58,62,101,97
21,23,143,140
96,99,66,63
14,17,65,62
48,50,33,30
77,80,3,3
34,36,46,43
26,29,55,52
10,11,81,79
13,16,75,71
57,61,30,27
23,25,147,143
41,44,28,24
10,10,104,101
4,5,27,24
32,34,48,46
4,5,43,40
5,5,131,127
20,21,83,80
42,45,38,35
71,75,52,49
69,72,56,54
21,24,24,22
4,5,134,130
19,21,117,113
66,70,59,55
46,49,95,92
53,58,51,46
83,87,7,6
54,56,69,65
121,125,1,4
4,4,61,57
44,48,17,15
26,29,55,51
13,16,68,65
66,70,67,64
5,5,132,128
34,36,71,68
26,29,107,102
6,7,131,128
56,62,86,82
4,5,145,141
62,65,69,66
60,64,76,73
69,73,67,65
6,6,171,168
64,67,110,107
32,36,140,137
14,17,68,63
39,43,44,40
33,35,122,118
87,91,1,6
129,132,12,11
5,5,88,85
15,16,113,110
112,116,13,11
5,5,86,83
43,46,58,55
8,9,92,86
4,0,80,76
7,8,129,125
63,67,70,67
7,8,59,56
124,127,40,37
36,38,128,124
4,5,69,66
60,64,44,41
30,34,44,41
8,9,98,95
28,31,34,31
46,49,12,10
58,61,8,7
11,12,57,53
39,42,53,50
4,5,110,106
96,100,15,13
77,80,35,31
17,19,58,55
7,8,75,71
15,17,66,63
51,54,90,87
106,109,14,12
48,50,126,122
31,33,143,140
5,5,118,114
37,41,82,78
16,18,105,102
44,48,75,72
34,37,50,46
82,86,38,37
69,75,25,21
83,86,17,16
5,5,97,93
11,13,82,78
38,40,56,53
56,59,37,35
4,2,63,59
45,49,16,14
20,22,44,42
6,0,117,111
4,5,87,83
29,31,61,57
82,85,50,48
5,5,96,93
40,43,130,126
168,172,1,4
5,5,168,164
20,22,66,62
30,32,28,25
7,8,54,50
106,109,5,5
5,5,73,70
42,45,33,29
33,36,56,52
14,17,87,83
14,14,115,110
94,97,17,15
22,24,78,72
95,101,1,6
2,3,156,152
15,18,85,81
7,8,52,49
5,5,88,85
26,30,63,60
40,43,82,78
76,80,45,41
28,30,36,34
17,19,62,59
48,51,51,49
5,5,97,93
7,8,88,84
23,25,71,67
47,51,45,42
4,5,69,65
31,35,39,36
5,5,66,63
13,14,77,74
7,8,81,77
23,26,61,56
121,125,1,4
9,9,135,132
33,35,20,19
54,57,55,53
30,32,42,40
57,61,12,11
87,90,1,3
114,117,12,11
4,4,68,65
59,62,103,100
112,115,50,47
90,93,71,68
30,34,50,46
4,5,47,44
8,8,104,101
32,35,160,156
31,34,54,51
33,36,105,101
73,77,64,60
124,128,13,10
44,47,41,37
4,2,45,42
12,14,126,122
4,5,54,50
28,30,30,27
14,17,137,133
13,16,67,63
37,39,41,39
65,68,16,15
31,35,48,45
68,71,82,79
48,50,103,100
128,132,21,20
4,5,66,62
33,37,34,31
5,5,102,98
5,6,59,56
49,53,85,81
36,40,98,94
16,19,63,61
77,81,56,52
5,5,132,128
4,5,118,114
26,29,95,93
4,0,24,22
4,5,103,99
73,76,33,32
30,33,75,71
41,43,22,20
27,30,35,32
27,29,82,79
103,105,5,4
3,1,123,120
31,34,89,85
98,102,21,19
4,4,85,82
29,31,56,53
47,49,55,51
88,92,12,10
26,28,94,90
88,92,30,28
40,43,64,61
12,13,55,52
26,27,100,96
65,68,35,34
59,62,8,7
25,27,88,84
122,126,4,4
78,82,67,63
5,5,144,140
5,5,56,53
50,51,95,92
108,113,31,29
87,90,90,87
103,106,17,15
113,116,10,9
35,37,87,82
38,41,27,25
9,10,112,108
8,9,61,58
30,33,37,34
109,113,33,30
49,54,22,20
28,31,47,44
4,5,121,117
12,13,87,84
87,90,42,40
22,24,88,85
6,7,105,101
116,119,78,75
17,21,114,110
74,78,57,54
4,4,86,83
66,69,20,17
91,94,16,15
4,5,92,90
119,122,1,3
51,54,1,3
17,18,65,61
4,5,45,42
4,5,111,107
24,27,51,47
24,26,54,50
51,54,28,26
4,5,91,87
8,8,85,82
5,6,105,101
4,5,113,109
34,36,83,80
51,55,71,68
57,60,60,57
72,75,18,16
51,53,14,13
16,18,123,119
7,10,131,127
69,72,87,85
136,140,18,16
11,12,77,73
31,35,54,51
35,38,94,91
76,79,52,48
93,97,34,32
64,67,64,61
9,9,55,52
9,10,119,115
92,95,34,32
8,9,48,47
17,19,111,108
48,50,77,73
22,24,125,121
98,102,80,77
141,145,38,35
3,3,54,52
4,4,65,62
20,22,44,42
14,16,50,47
4,5,94,90
67,70,30,28
29,31,35,34
61,65,134,130
72,75,27,25
14,17,100,96
32,34,73,70
67,71,35,33
4,4,129,125
59,61,72,68
12,14,67,63
28,30,82,79
35,39,46,44
89,93,104,100
62,65,133,130
159,163,34,32
23,26,102,98
11,12,105,101
8,9,109,106
4,4,62,59
8,10,37,33
4,4,57,53
48,52,9,9
37,40,44,42
98,103,75,70
147,150,31,30
15,18,64,62
21,24,57,54
8,10,69,67
11,12,92,89
36,41,55,53
12,15,83,79
4,5,111,107
90,93,80,77
45,48,95,92
99,102,41,39
84,87,55,51
5,5,96,93
42,44,10,8
44,49,33,30
15,16,93,88
36,38,73,70
81,85,9,9
29,30,65,63
38,40,54,51
22,23,71,67
80,83,92,90
123,126,48,45
4,4,176,172
51,55,54,50
4,4,50,47
29,31,50,47
52,55,25,23
47,50,81,77
60,63,68,64
117,121,10,9
9,10,68,65
14,16,62,58
64,68,10,9
9,10,43,40
14,16,37,34
49,52,1,4
75,79,117,113
11,13,183,179
11,13,52,49
9,10,90,86
70,74,26,23
4,4,62,59
47,50,9,9
7,8,121,117
33,35,27,23
82,85,21,20
6,0,43,39
21,23,41,37
31,34,43,39
26,30,1,6
10,13,117,111
57,61,56,53
91,94,25,23
3,1,124,121
13,15,104,100
62,67,50,48
112,115,5,5
89,92,27,25
9,10,74,72
4,5,23,20
18,21,8,8
18,19,88,84
39,42,65,61
8,9,64,61
68,71,8,8
12,14,65,61
23,25,80,77
58,62,43,40
8,9,96,93
30,33,54,52
49,52,34,30
74,77,48,45
12,14,110,107
8,9,88,84
26,29,68,64
11,12,89,85
33,35,46,44
4,5,98,94
26,29,74,71
37,39,29,27
12,14,147,143
23,24,73,69
4,5,53,49
46,50,8,6
4,5,113,109
56,59,60,57
101,104,15,13
15,18,96,92
55,57,57,55
11,14,94,90
43,47,40,38
4,5,85,81
34,38,52,49
4,4,114,110
41,45,73,69
76,80,38,35
42,45,84,81
4,4,120,117
11,13,76,73
57,60,22,21
6,7,75,71
4,5,139,135
73,77,18,16
5,5,100,96
11,13,124,120
29,32,105,102
9,10,127,123
128,132,11,8
6,6,68,66
4,4,77,74
55,58,23,19
21,24,36,33
4,5,66,63
4,5,93,89
4,4,91,88
57,60,35,31
90,94,1,4
72,78,29,26
13,14,29,26
9,10,135,131
53,56,90,87
16,19,127,124
53,55,59,57
13,14,97,93
77,81,32,29
15,16,118,115
80,84,49,46
64,67,61,58
22,24,103,99
95,99,28,26
5,5,74,71
27,30,28,26
45,48,10,10
17,19,89,85
65,68,40,37
28,30,29,26
14,17,44,41
29,30,28,25
4,5,49,45
78,82,41,38
58,60,63,59
13,16,57,55
4,5,100,96
35,37,68,65
10,12,55,53
43,46,83,79
106,109,21,19
68,71,67,64
15,18,97,93
42,46,69,66
6,0,60,54
42,46,25,22
31,34,39,36
34,37,45,42
58,64,11,11
9,10,29,26
19,21,24,22
88,93,26,23
25,29,78,74
52,56,51,48
6,7,87,85
22,25,45,41
7,8,59,55
4,5,32,29
15,18,19,18
28,31,126,122
120,123,34,30
144,147,10,7
38,40,58,54
63,67,31,29
16,18,19,16
4,5,54,50
9,9,34,32
16,19,24,22
4,5,121,117
22,25,102,100
59,63,16,15
28,30,114,110
38,42,55,50
5,5,77,73
24,27,55,51
10,11,36,32
36,39,10,9
94,97,10,9
56,60,16,15
6,0,72,67
41,45,29,27
7,8,46,42
89,92,14,12
47,51,69,65
11,12,108,104
82,86,34,31
16,18,28,26
30,33,45,41
18,21,126,122
64,66,81,78
82,86,61,58
7,8,75,72
36,38,45,42
14,16,32,30
4,2,85,81
51,55,25,24
76,79,1,4
42,47,35,31
60,63,21,17
115,120,58,54
114,117,63,60
161,164,16,14
35,38,139,133
5,5,174,170
15,17,34,31
4,4,49,47
4,5,101,98
75,79,27,23
15,17,35,32
11,12,42,40
4,5,39,36
14,15,58,54
52,55,20,19
8,10,65,62
61,65,25,24
49,53,35,32
4,5,72,68
50,52,25,23
6,8,30,28
4,4,106,103
43,47,61,57
8,9,47,44
5,5,103,99
22,25,83,80
6,0,128,122
42,45,36,34
48,51,9,9
45,48,13,11
42,44,27,26
6,7,22,20
155,158,5,5
11,12,150,146
6,0,81,75
38,42,34,32
13,16,82,78
11,12,35,32
6,0,110,104
13,15,96,92
6,0,76,71
55,58,20,17
5,5,133,129
113,117,21,19
13,16,79,73
76,79,18,17
13,16,45,41
28,30,59,54
43,46,46,43
64,67,25,24
9,10,69,67
